"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1986",160,21.2825,21.8,5.36562023471142,8.4,31.6
"1987",189,17.615873015873,16.5,8.06912699968099,3.2,31.2
"1988",147,17.7659863945578,16.4,6.48962814856621,5.3,27.6
"1989",239,14.1594142259414,13.9,5.75582142944827,2.9,28.9
