"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1996",1,19.5,19.5,NA,19.5,19.5
"1997",303,17.3366336633663,16.5,8.19023877227093,0.5,33
"2016",38,-999999,-999999,0,-999999,-999999
"2017",239,-999999,-999999,0,-999999,-999999
"2018",364,-999999,-999999,0,-999999,-999999
"2019",20,-999999,-999999,0,-999999,-999999
