"OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime"
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.98500414","Sample-Routine","Water","Surface Water",1985-02-13,"15:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07281615",NA,NA,"Stable, high stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,2600,"cfu/100ml",NA,"Historical",NA,"Estimated",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"counts outside acceptable range",NA,NA,NA,NA,"NWIS",1985-02-13 21:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.98400488","Sample-Routine","Water","Surface Water",1984-05-17,"10:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07281610",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,440,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1984-05-17 15:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.98400489","Sample-Routine","Water","Surface Water",1984-06-27,"09:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07281610",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,340,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1984-06-27 14:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.98400491","Sample-Routine","Water","Surface Water",1984-07-25,"08:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07281610",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,320,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1984-07-25 13:30:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.98400493","Sample-Routine","Water","Surface Water",1984-08-30,"08:45:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07281610",NA,NA,"Stable, low stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,100,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1984-08-30 13:45:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.98400495","Sample-Routine","Water","Surface Water",1984-02-23,"10:30:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07281615",NA,NA,"Stable, high stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,280,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1984-02-23 16:30:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.98400498","Sample-Routine","Water","Surface Water",1984-07-12,"09:15:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07281615",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,260,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1984-07-12 14:15:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.98400501","Sample-Routine","Water","Surface Water",1984-08-16,"09:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07281615",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,160,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1984-08-16 14:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.98400503","Sample-Routine","Water","Surface Water",1984-09-20,"09:20:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07281615",NA,NA,"Stable, low stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,65,"cfu/100ml",NA,"Historical",NA,"Estimated",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"counts outside acceptable range",NA,NA,NA,NA,"NWIS",1984-09-20 14:20:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97401264","Sample-Routine","Water","Surface Water",1974-05-15,"18:25:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07281615",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,320,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-05-15 23:25:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97401266","Sample-Routine","Water","Surface Water",1974-05-16,"01:40:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07281615",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,800,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-05-16 06:40:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.98500408","Sample-Routine","Water","Surface Water",1984-12-18,"09:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07281610",NA,NA,"Stable, high stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,410,"cfu/100ml",NA,"Historical",NA,"Estimated",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"counts outside acceptable range",NA,NA,NA,NA,"NWIS",1984-12-18 15:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.98500411","Sample-Routine","Water","Surface Water",1984-10-18,"10:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07281615",NA,NA,"Rising stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,630,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1984-10-18 15:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.98500415","Sample-Routine","Water","Surface Water",1985-03-11,"16:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07281615",NA,NA,"Stable, high stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,12,"cfu/100ml",NA,"Historical",NA,"Estimated",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"counts outside acceptable range",NA,NA,NA,NA,"NWIS",1985-03-11 22:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97401262","Sample-Routine","Water","Surface Water",1974-05-15,"13:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07281615",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,420,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-05-15 18:30:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97401243","Sample-Routine","Water","Surface Water",1974-05-15,"06:50:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07281610",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,540,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-05-15 11:50:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97401247","Sample-Routine","Water","Surface Water",1974-05-15,"18:40:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07281610",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,120,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-05-15 23:40:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97401277","Sample-Routine","Water","Surface Water",1974-05-15,"09:55:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07281618",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,190,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-05-15 14:55:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97401279","Sample-Routine","Water","Surface Water",1974-05-15,"13:15:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07281618",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,940,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-05-15 18:15:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97401281","Sample-Routine","Water","Surface Water",1974-05-15,"18:10:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07281618",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,57,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-05-15 23:10:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.98400487","Sample-Routine","Water","Surface Water",1984-02-23,"09:30:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07281610",NA,NA,"Stable, high stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,360,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1984-02-23 15:30:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.98400494","Sample-Routine","Water","Surface Water",1984-09-20,"09:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07281610",NA,NA,"Stable, low stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,61,"cfu/100ml",NA,"Historical",NA,"Estimated",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"counts outside acceptable range",NA,NA,NA,NA,"NWIS",1984-09-20 14:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.98400499","Sample-Routine","Water","Surface Water",1984-07-25,"08:45:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07281615",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,100,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1984-07-25 13:45:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.98500407","Sample-Routine","Water","Surface Water",1984-11-15,"09:15:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07281610",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,200,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1984-11-15 15:15:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.98500406","Sample-Routine","Water","Surface Water",1984-10-18,"09:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07281610",NA,NA,"Rising stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,1000,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1984-10-18 14:30:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.98500412","Sample-Routine","Water","Surface Water",1984-11-15,"09:30:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07281615",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,220,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1984-11-15 15:30:00,NA
