"OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime"
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.99500336","Sample-Routine","Water","Surface Water",1995-05-08,"21:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07274235",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,460,"cfu/100ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1995-05-09 02:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.99500349","Sample-Routine","Water","Surface Water",1995-05-10,"12:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07274235","NO TOC BOTTLE RECEIVED",NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,200,"cfu/100ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1995-05-10 17:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.99500354","Sample-Routine","Water","Surface Water",1995-05-09,"09:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07274237",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,320,"cfu/100ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1995-05-09 14:30:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.99500368","Sample-Routine","Water","Surface Water",1995-05-09,"04:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07274245",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,130,"cfu/100ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1995-05-09 09:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.99500370","Sample-Routine","Water","Surface Water",1995-05-09,"10:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07274245",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,110,"cfu/100ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1995-05-09 15:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.99500376","Sample-Routine","Water","Surface Water",1995-05-10,"04:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07274245",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,140,"cfu/100ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1995-05-10 09:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.99500394","Sample-Routine","Water","Surface Water",1995-05-10,"09:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07274247",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,170,"cfu/100ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1995-05-10 14:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.99500395","Sample-Routine","Water","Surface Water",1995-05-10,"12:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07274247",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,100,"cfu/100ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1995-05-10 17:00:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.99500400","Sample-Routine","Water","Surface Water",1995-05-09,"03:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07274251",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,960,"cfu/100ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1995-05-09 08:30:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.99500410","Sample-Routine","Water","Surface Water",1995-05-10,"09:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07274251",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Fecal Streptococcus Group Bacteria",NA,580,"cfu/100ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"31673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1995-05-10 14:30:00,NA
