USGS_gage,Long,Lat,HUC8,Watershed,Site_name
7279800,-90.2581494,34.4389962,8030204,Coldwater,Coldwater River (Pompey Ditch) near Sledge MS 
7279937,-90.2339822,34.4206633,8030204,Coldwater,David Bayou near Sledge MS 
7279950,-90.2659263,34.2562224,8030204,Coldwater,Coldwater River at Marks MS 
7280000,-90.2153694,34.1806676,8030202,Tallahatchie,Tallahatchie River near Lambert MS 
7287000,-90.1816667,33.52444444,8030206,Upper Yazoo,Yazoo River at Greenwood MS
7287120,-90.2720286,33.39678846,8030206,Upper Yazoo,Yazoo River near Shell Bluff MS
7288955,-90.9141667,32.44416667,8030208,Lower Yazoo,Yazoo River below Steele Bayou near Long Lake MS
