"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1998",149,176.270536912752,1,1058.38855619898,0.07,9550
"1999",365,516.104849315068,4,2079.91769640045,0.06,19100
"2000",366,157.103196721311,0.6,1304.09931657669,0,16400
"2001",365,499.001726027397,4.75,2258.84645921734,0,26200
"2002",365,928.221178082192,7.15,3561.45927736437,0.17,29300
"2003",364,703.964505494505,13.5,2948.09414090513,0.1,35800
