"WaterYear","Count","Mean","Median","StDev","Min","Max"
"2002",289,8.56910034602076,8.07,1.29674614967667,7.03,12.38
"2003",361,7.97074792243767,7.79,0.644002023075113,6.96,10.33
"2004",354,7.99347457627119,7.815,0.789132679615637,6.94,10.42
"2005",365,8.40564383561644,8.22,0.885862982885494,6.83,11.14
"2006",363,8.09035812672176,7.73,1.00759718208007,6.78,11.47
"2007",362,8.09267955801105,7.87,0.797198871723243,6.93,10.37
"2008",359,8.03713091922006,7.61,1.05970448189933,6.9,11.46
"2009",365,8.08591780821918,7.9,0.695493771814346,7.13,10.45
"2010",362,8.38574585635359,7.93,1.08022267200085,7.01,11.25
"2011",356,7.2576404494382,7.24,0.325369640184207,6.71,8.87
"2012",366,7.80456284153005,7.73,0.56745690815732,6.89,9.58
"2013",365,8.14652054794521,8,0.839983125641424,6.95,10.89
"2014",365,8.19068493150685,7.99,0.627699289239583,7.19,10.08
"2015",363,8.37195592286501,8.14,0.822562884957313,7.17,10.11
"2016",249,8.43341365461847,8.34,0.809730636199407,6.9,12.44
"2017",362,8.28041436464088,8.19,0.725958031351255,7.02,10.25
"2018",350,7.94694857142857,7.46,1.03351524258709,6.5,11.4
"2019",181,9.34155801104972,9.587,1.66164683478785,6.493,13.748
