"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1996",1,7.11,7.11,NA,7.11,7.11
"1997",365,8.36846575342466,7.89,1.44591404303314,6.79,17.14
"1998",365,8.2566301369863,7.83,1.18083942375484,7.36,16.18
"1999",365,8.18649315068493,7.79,1.20143859651221,7.25,16.71
"2000",366,7.73368852459016,7.5,0.949848323135776,7.19,18.01
"2001",351,8.52951566951567,8.2,1.16438753694049,7.69,18.07
"2002",365,8.91484931506849,8.16,2.10531490995737,7.58,25.08
"2003",359,8.86526462395543,8.35,1.49776495483976,7.83,21.32
"2004",365,8.394,8.06,1.2477839257158,7.43,18.36
"2007",360,8.12355555555555,7.815,1.34360017025817,6.87,20.95
"2008",366,7.72330601092896,7.29,1.16042233658761,6.76,15.39
"2009",364,8.27203296703297,7.79,1.46345669479243,6.92,16.76
