"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1996",365,18.3193150684932,18.07,5.05750381702776,9.06,29.5
"1997",356,26.1379494382022,24.755,3.75653938854872,19.78,33.72
"1998",365,22.187397260274,21.96,5.48019627150053,13.27,32.06
"1999",365,20.8175342465753,18.59,5.39401366922596,11.52,31.63
"2000",366,14.1388797814208,13.26,4.39535123059607,8.86,31.96
"2001",365,19.2738904109589,19.11,6.23686361804995,8.61,31.93
"2002",363,26.8547933884298,26.87,4.89315974796166,18.51,34.15
"2003",365,26.3474794520548,27.7,3.74988237218296,18.37,32.16
"2004",366,20.6662841530055,19.56,4.42872613690982,12.34,30.98
"2005",365,20.3118904109589,19.48,5.85878597192971,10.57,30.04
"2006",365,15.8290684931507,14.65,5.79875561757251,8.93,29.6
"2007",338,15.3091124260355,13.435,5.9921181498733,8.09,28.49
"2008",366,17.9560928961749,17.505,3.30808462267801,10.57,28.34
"2009",361,20.4425484764543,19.42,4.77407112995748,10.39,30.78
"2010",365,21.9377260273973,20.73,5.94037031549148,12.36,32.41
"2011",364,15.8589010989011,15.945,3.80142954132846,9.49,27.26
"2012",343,14.9316618075802,13.06,5.95740994016972,7.85,26.92
"2013",365,19.8950410958904,18.24,5.07833101974543,9.9,30.26
"2014",358,18.7381284916201,18.44,4.03639758339423,9.74,28.77
"2015",365,20.1252328767123,19.64,3.66672867691692,10.55,29.48
"2016",363,21.468870523416,22.29,5.72964579934501,11.9,32.7
"2017",357,13.7703081232493,13.37,3.28622117695911,8.46,22.63
"2018",364,21.6459340659341,20.935,5.65406896131734,9.22,33.03
"2019",177,25.875988700565,26.44,4.57706513994788,17.26,35.68
