"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1998",112,3.44758928571429,3.16,1.02441127503787,2.96,12.19
"1999",353,3.7256657223796,3.26,1.75445785183062,2.51,17.8
"2000",256,3.0167578125,2.715,1.72748599947151,2.2,20.32
"2001",354,3.2319209039548,2.73,1.74110828383792,2.3,21.06
"2002",336,3.24720238095238,2.585,2.18820676956781,1.91,18.77
"2003",340,3.48944117647059,2.865,1.88884350206433,2.11,14.9
"2004",292,3.57869863013699,3.1,1.60464221904203,2.46,14.34
"2005",317,3.34539432176656,2.91,1.35097606031242,2.43,12.46
"2006",353,2.97373937677054,2.59,1.25358855801721,2.12,10.62
"2007",359,2.66922005571031,2.39,0.963995963063824,1.94,11.94
"2008",366,2.7201912568306,2.555,0.711934440979023,2.04,7.55
"2009",343,3.21034985422741,2.52,2.33576850246919,1.62,19.22
"2010",362,2.87638121546961,2.385,1.73811560918505,1.72,16.59
"2011",344,2.29014534883721,1.97,1.03911053679341,1.56,11.19
