"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1996",359,7.89860724233983,7.7,0.733019132916151,7.35,14.6
"1997",365,8.17076712328767,7.85,1.00997876324844,7.54,14.81
"1998",357,8.03467787114846,7.83,0.655718766696289,7.58,12.57
"1999",365,8.03205479452055,7.73,0.991398389256348,7.37,14.46
"2000",353,7.6699433427762,7.55,0.967213369079592,7.1,18.01
"2001",362,7.86,7.545,1.07920741410504,7.05,17.12
"2002",356,7.75275280898876,7.39,1.12820523336122,6.94,15.86
"2003",323,7.57455108359133,7.33,0.79375045342995,7.05,14
"2005",1,7.33,7.33,NA,7.33,7.33
"2006",353,7.41045325779037,7.22,0.639780518737129,6.98,11.37
"2007",349,7.53759312320917,7.35,0.694108164712381,7.04,14.42
"2008",359,7.33657381615599,7.27,0.528157136009803,6.77,10.9
"2009",365,7.76,7.28,1.27869460392616,7.01,16.41
"2010",365,7.71035616438356,7.48,0.75158413963593,7.21,13.18
"2011",364,7.38184065934066,7.26,0.583282878789847,7.09,15.17
