"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1983",280,4.86539285714286,3.685,3.68473289071738,1.7,25.47
"1984",291,5.26134020618557,4.11,3.89930249170178,1.89,26.79
"1985",279,4.49351254480287,3.64,2.2491887887805,2.5,16.74
"1986",349,3.41948424068768,3.04,1.71620262712941,2.19,19.19
"1987",250,3.08532,2.4,1.87620742852688,1.7,17.38
"1988",347,3.10553314121037,2.33,1.88383231980944,1.82,16.12
"1989",319,4.44504702194357,3.53,2.75537540633894,2.24,18.75
"1990",257,4.30937743190661,2.82,3.42038426454469,1.91,25.03
"1991",342,5.7919298245614,4.08,4.29860426311806,2.08,27.65
"1992",364,4.16519230769231,3.42,2.26494649109951,2.58,23.58
"1993",365,4.42794520547945,3.89,2.01492586978419,2.59,15.61
"1994",365,5.08197260273973,4.21,2.82896953423344,2.74,21.4
"1995",337,4.78451038575668,3.99,2.47385275491829,2.4,18.44
"1996",351,4.29145299145299,3.64,2.17107120300053,2.36,20.37
"1997",338,5.35896449704142,4.475,3.00445255018818,2.61,22.86
"1998",339,4.48778761061947,3.51,2.51881925042186,2.36,18.23
"1999",357,4.22112044817927,3.17,2.37167706736309,2.37,15.81
"2000",352,3.15045454545455,2.755,1.40273920800599,2.18,15.81
"2001",308,4.0525974025974,3.375,1.99861427733562,2.22,11.7
"2002",313,4.42313099041534,3.41,3.13880689995776,2.06,25.25
"2003",333,4.90066066066066,3.92,2.88827399507847,2.28,21.15
"2004",342,4.23020467836257,3.58,2.23216350586784,2.26,16.79
"2005",324,3.96197530864198,3.365,2.16107940565146,2.04,16.98
"2006",301,3.521926910299,2.71,1.9957358562629,2.13,13.29
"2007",360,3.21486111111111,2.77,1.56850779205845,2.08,17.42
"2008",313,3.36549520766773,2.79,1.63708381699141,2.04,13.39
"2009",351,4.09262108262108,3.15,2.42856782522656,2.07,22.42
"2010",365,4.20427397260274,3.49,2.59054182705083,1.93,22.49
"2011",365,2.94235616438356,2.39,1.98106890179962,1.68,21.15
"2012",366,3.13554644808743,2.63,1.41936628798929,1.82,10.9
"2013",356,3.85112359550562,3.245,2.20429104604338,1.95,17.6
"2014",365,3.47093150684932,2.98,1.63586325237186,2.13,14.16
"2015",359,4.35883008356546,3.47,2.29281090971231,2.23,17.28
"2016",361,3.7103324099723,2.79,2.22729517084862,2.08,15.88
"2017",358,2.92081005586592,2.77,0.826917371428551,2.08,8.15
"2018",336,4.11517857142857,3.135,2.79925405270746,2.27,21.43
"2019",172,5.49098837209302,4.21,3.8174806700926,2.41,28.07
