"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1995",365,4.57602739726027,4.27,1.0096418956685,3.91,10.93
"1996",331,4.43468277945619,4.28,0.749576934600027,3.91,10.62
"1997",338,4.81997041420118,4.37,1.22756217813976,0.04,10.86
"1998",355,4.558,4.26,0.850396517683448,3.96,10.05
"1999",365,4.60164383561644,4.25,1.08635494687539,3.83,10.19
"2000",346,4.1050289017341,3.98,1.07026429041437,3,11.37
"2001",314,4.25200636942675,4.01,0.891138188792735,3.02,8.91
"2002",336,4.76485119047619,4.18,1.28791581323032,3.69,11.26
"2003",365,4.65972602739726,4.33,0.926361742829957,3.99,10.41
"2004",331,4.88235649546828,4.6,1.02028570260986,4.07,9.78
"2005",304,4.87194078947368,4.725,0.686686584352285,4.16,9.63
"2006",329,4.85519756838906,4.54,0.88836965663137,4.21,10.19
"2007",338,4.90786982248521,4.73,0.709450964782506,4.26,10.44
"2008",361,4.91085872576177,4.64,0.671541001054486,4.45,9.54
"2009",357,5.38633053221289,4.89,1.37340846911101,4.45,10.93
"2010",348,5.43577586206897,5.14,0.961834058730422,4.63,10.64
"2011",348,4.88781609195402,4.77,0.662180356753344,4.46,10.64
"2016",177,4.83830508474576,4.7,0.59839126910401,4.58,10.57
"2017",365,4.91767123287671,4.8,0.57202436105223,4.56,10.44
"2018",18,4.60833333333333,4.585,0.0627084758320315,4.56,4.74
