"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1985",104,79.4903846153846,36.5,168.025772132794,23,1210
"1986",365,66.7945205479452,44,140.407155090695,15,1830
"1987",365,147.638356164384,52,411.850802038976,13,4530
"1988",366,83.3715846994535,32,210.370433000385,13,2330
"1989",365,209.183561643836,72,412.502682979519,18,3540
"1990",365,223.512328767123,66,626.156321971907,17,7500
"1991",365,393.419178082192,81,1195.98915205323,22,14800
"1992",366,182.808743169399,73,559.617879932178,25,8510
"1993",365,121.287671232877,75,204.605576031516,19,2030
"1994",365,172.167123287671,82,305.565422598142,21,2780
"1995",365,198.295890410959,89,371.173991530333,21,3580
"1996",366,140.07650273224,66,250.678279096433,16,2690
"1997",365,253.641095890411,110,413.099939959328,27,3130
"1998",365,167.994520547945,73,305.836863021906,32,2770
"1999",365,148.602739726027,53,329.605097536649,24,2850
"2000",366,74.2158469945355,36,224.529339987691,18,2640
"2001",364,127.03021978022,38,333.469691121879,19,3550
"2016",170,89.4058823529412,33.55,160.553720739507,20.4,1620
"2017",275,62.3534545454545,34.4,129.582169408193,17.5,1400
