"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1939",365,1059.05397260274,174,2577.14450605189,4.1,25600
"1940",366,539.680327868852,99,1610.017179861,13,22000
"1941",365,451.649315068493,188,945.538626532327,8,12200
"1942",365,510.542739726027,150,1056.31185433463,6.7,7970
"1943",365,319.085205479452,60,1237.10851896372,5,16600
"1944",366,710.780601092896,96.5,2093.53834342151,6.9,25200
"1945",365,794.133698630137,127,1988.37365490647,9.8,23500
"1946",365,1280.65479452055,402,2793.41948987972,18,28600
"1947",365,899.002739726027,266,1894.3261037517,20,18800
"1948",366,1022.89344262295,193.5,3477.42608514624,12,49000
"1949",365,1167.92602739726,295,2966.44187510209,17,27500
"1950",365,1065.1698630137,360,2013.22053613389,10,18700
"1951",365,1119.4,290,2856.71838627148,18,40000
"1952",366,847.404918032787,198.5,1708.09022522523,8.2,13800
"1953",365,768.774246575342,68,1704.97383779831,9.8,11200
"1954",365,290.738630136986,46,989.873116945785,9.1,12200
"1955",365,696.958904109589,80,3599.93532542011,11,53800
"1956",366,545.290163934426,52,1967.76006105307,9,20300
"1957",365,743.156164383562,106,2333.821534804,11,27400
"1958",365,1169.82191780822,370,2841.57335955981,28,26600
"1959",365,487.019178082192,176,1133.01109184623,22,10500
"1960",366,658.418032786885,145,1563.49651272965,15,14900
"1961",365,820.684931506849,150,2420.81429559474,17,25400
"1962",365,1414.65479452055,297,3512.8536975351,21,29800
"1963",365,400,82,1531.17609577205,26,17800
"1964",366,914.049180327869,123.5,2619.20301227157,18,28800
"1965",365,819.41095890411,120,2311.3241901489,16,24800
"1966",365,459.676712328767,60,2053.04545686285,17,20400
"1967",365,603.024657534247,123,2040.07846809473,17,26800
"1968",366,1035.85792349727,210,2615.11730353837,14,21400
"1969",365,920.301369863014,187,3055.28637389511,17,27900
"1970",365,1239.17260273973,233,3527.64446130859,19,28800
"1971",365,707.241095890411,200,1940.39195002841,15,24400
"1972",366,450.535519125683,144.5,1309.78139453676,22,14600
"1973",365,1755.9397260274,403,4641.86738684082,30,52400
"1974",365,1665.21095890411,380,4054.48800874616,39,37700
"1975",365,1126.04931506849,431,2539.12920259121,62,28000
"1976",366,635.174863387978,252.5,1122.77063224271,28,8810
"1977",365,454.273150684932,127,1883.80785127912,17.5,26100
"1978",365,996.203835616438,250,2979.264179186,15,33300
"1979",365,1250.09863013699,356,3088.65606218387,14,30000
"1980",366,1178.45655737705,328.5,2956.1232501134,22.9,27200
"1981",365,288.613698630137,99,602.471340186318,22,4640
"1982",365,547.898904109589,150,1187.25755308671,22.3,9470
"1983",365,1945.32684931507,422,5604.67928868881,28.5,53300
"1984",366,1140.28415300546,320.5,3851.49070929724,25.5,44100
"1985",365,630.369315068493,264,1348.13613881578,27.2,13700
"1986",365,405.469863013699,118,1288.81115568703,21.3,15400
"1987",365,1052.25479452055,259,3341.73893967577,20,28900
"1988",366,424.073770491803,66,1437.28094412722,10,17200
"1989",364,1290.10989010989,393.5,2954.37692181539,16,24500
"1990",1,21200,21200,NA,21200,21200
"1991",365,1589.11232876712,432,3863.00486881242,25,33800
"1992",20,16618.15,7310,18210.9604656531,115,67700
"1993",365,664.901369863014,380,1170.70199712375,40,9620
"1994",365,1154.03835616438,362,2944.92688926909,51,28900
"1995",365,979.827397260274,407,2275.87990116395,48,19700
"1996",366,868.639344262295,382,2067.74375376034,26,23700
"1997",365,1422.82739726027,428,2858.10348733251,33,19000
"1998",365,784.684931506849,225,1693.07838557165,28,12900
"1999",365,846.909589041096,188,2131.2599946699,19,19900
"2000",366,214.322404371585,43,981.323805295242,12,12100
"2001",365,735.082191780822,137,2021.24631713817,12,21100
"2002",365,1706.64657534247,347,4546.39496400213,23,35700
"2003",365,1279.57808219178,450,2565.17933365369,79,21700
"2004",366,1039.84699453552,376.5,2678.9017957588,50,31700
"2005",365,1243.28219178082,410,3204.82593256812,50,31900
"2006",365,525.911506849315,106,1437.07052769533,22.1,16000
"2007",365,339.781369863014,94.3,1179.45232141792,12.5,15200
"2008",366,540.293715846995,132.5,1332.82395696572,14.5,12400
"2009",365,879.496712328767,231,2217.23848782945,19.4,26500
"2010",365,1040.11726027397,424,2561.8261727202,16.6,34700
"2011",365,486.872328767123,80.7,1673.41877509549,13.3,22700
"2012",366,408.105464480874,102,837.044560161575,18.8,6880
"2013",365,585.332876712329,201,1314.40465126528,19.7,13900
"2014",365,407.209863013699,168,962.934270611363,22.9,9460
"2015",365,985.788767123288,300,2103.19936752826,22.1,25700
"2016",366,702.933879781421,178,1547.96960180402,16.3,11900
"2017",353,248.572521246459,77.4,626.848564120046,15.8,6190
"2018",358,927.47094972067,191,1917.92167752349,18.6,13200
"2019",167,1699.57425149701,640,3242.12207354299,52.5,29500
