"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1952",366,356.248633879781,76,801.172053032164,10,8370
"1953",365,303.328767123288,35,691.478751765162,10,6080
"1954",365,139.566849315068,31,347.919332765943,5.5,2620
"1955",365,369.098356164384,50,1673.14890746035,8.2,20000
"1956",366,268.407103825137,25.5,877.786367028549,6.1,9090
"1957",365,370.783287671233,55,936.856892516192,7.2,9820
"1958",365,579.01095890411,174,1473.6440423711,14,14800
"1959",365,238.93698630137,83,545.451841758469,9.5,5720
"1960",366,304.396174863388,60.5,743.715363056057,12,8730
"1961",365,329.843835616438,61,857.441735595656,15,7360
"1962",365,584.449315068493,146,1309.97431431107,13,14200
"1963",365,195.898630136986,46,632.300190498715,16,7350
"1964",366,352.934426229508,55.5,851.944950350682,12,7820
"1965",365,266.120547945205,61,610.258188684791,11,4590
"1966",365,205.756164383562,36,764.749929138353,10,9060
"1967",365,219.969863013699,67,454.249782029537,13,3830
"1968",366,431.691256830601,109.5,847.442987312577,12,6090
"1969",365,368.306849315069,96,901.41920099058,12,7980
"1970",365,579.34794520548,113,1506.08982373993,16,19100
"1971",365,324.367123287671,90,668.529390654517,14,6580
"1972",366,185.29781420765,79,381.335600004544,11,3610
"1973",365,695.153424657534,238,1451.09687520557,12,15300
"1974",365,673.920547945205,260,1110.93884003909,33,10000
"1975",365,538.53698630137,224,994.606022214303,40,10500
"1976",366,322.571038251366,124,516.493932792026,17,4080
"1977",365,265.279452054795,74,716.236150923569,15,8020
"1978",365,448.86301369863,126,954.258214229754,16,7880
"1979",365,583.583561643836,170,1117.0024160812,16,9750
"1980",366,589.751366120219,157.5,1226.07227476333,20,8300
"1981",365,122.933424657534,57,197.428108992571,8.6,1630
"1982",365,254.158904109589,81,472.414928627371,10,3160
"1983",365,877.008219178082,200,2480.91786174904,23,25600
"1984",366,529.434426229508,151,1340.1669001829,20,14600
"1985",365,319.638356164384,145,467.827062132178,19,3780
"1986",365,181.945205479452,70,439.969913132523,12,4650
"1987",365,320.926849315068,96,762.000299740496,5.1,6000
"1988",366,178.734153005464,36,378.878619674976,9.1,3590
"1989",365,518.180821917808,218,891.510140071873,10,7880
"1990",365,444.824657534247,160,813.064216233875,15,8090
"1991",365,846.802739726027,271,1884.19733238191,23,20800
"1992",366,400.467213114754,152,1008.33597780083,24,12500
"1993",365,352.134246575342,173,505.626399730245,20,3840
"1994",365,550.315068493151,288,817.500399514509,24,6450
"1995",365,484.421917808219,212,714.989904302539,15,5740
"1996",366,343.101092896175,120.5,563.850070569291,13,6280
"1997",365,661.706301369863,299,1055.09255272835,31,7590
"1998",365,367.405479452055,147,579.782499927896,17,5210
"1999",365,344.690410958904,95,581.229286565675,15,4290
"2000",366,126.697267759563,39.95,376.592622299743,10.4,4310
"2001",357,339.083193277311,80,704.572524434959,10,6400
"2002",365,648.682191780822,169,1287.45632075086,18,10100
"2003",365,502.413698630137,222,823.999620804863,30,6920
"2004",366,364.57868852459,167,588.907259284284,23,4610
"2005",365,442.830136986301,147,999.82187901076,17,9000
"2006",365,238.070136986301,61.2,423.660431956715,11.3,3080
"2007",365,171.211726027397,67.5,386.46173297195,9.46,5030
"2008",366,189.854371584699,80.65,332.306600909814,10.5,3240
"2009",365,351.03095890411,124,658.175727270069,16,7710
"2010",365,469.576712328767,221,779.980460821864,14,7810
"2011",365,201.135671232877,52.9,606.739743742945,9.16,7070
"2012",366,185.808415300546,55.4,316.182381010694,8.73,2290
"2013",365,310.122191780822,121,570.302629731531,17.2,5030
"2014",365,220.720547945205,96.4,390.702020937356,21.1,3500
"2015",365,387.081369863014,146,569.019667414679,22,4390
"2016",366,291.157923497268,69.4,545.64948905836,16.9,4070
"2017",365,110.245753424658,64.9,174.225719183618,15.2,1950
"2018",365,354.01095890411,101,734.229580034919,13.6,6410
"2019",172,880.35988372093,266.5,2711.90103253283,39.2,29300
