"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1986",236,72.1271186440678,32,281.715506007886,26,3530
"1987",365,153.279452054795,46,624.976903959831,24,7700
"1988",366,145.904371584699,35,501.832520370477,22,8020
"1989",365,313.512328767123,55,867.707620267715,25,8150
"1990",365,206.605479452055,38,829.937885251955,32,12300
"1991",365,255.052054794521,52,737.749373020909,31,6600
"1992",366,161.592896174863,49,559.364498365412,32,7210
"1993",365,133.649315068493,55,408.065030344324,38,4940
"1994",365,224.402739726027,56,651.237270861785,33,5530
"1995",365,129.427397260274,55,275.043210021982,36,2760
"1996",366,114.095628415301,54,201.454639192225,30,1910
"1997",365,212.517808219178,66,509.736371030385,39,5420
"1998",365,193.065753424658,60,479.861439541786,32,6080
"1999",365,175.252054794521,55,605.352800618714,33,7270
"2000",365,72.0767123287671,39,150.763659123273,27,1910
"2001",1,31,31,NA,31,31
"2002",365,319.315068493151,54,963.717539849191,27,12100
"2003",365,297.413698630137,74,1081.32596732624,35,11400
"2004",366,158.814207650273,64.5,501.816446729826,38,7570
"2005",365,149.819178082192,65,310.451620984414,39,3310
"2006",365,121.599178082192,48.9,315.208204389904,30.9,4330
"2007",365,85.5808219178082,46,157.8913042946,34.5,1590
"2008",366,129.185792349727,45.3,500.23369849767,35.9,6850
"2009",365,152.264383561644,54.9,369.866117361324,38.3,3310
"2010",365,204.702465753425,65.1,600.909016370567,36.1,8820
"2011",364,134.763461538462,42.6,816.096120108596,34,14300
