"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1961",365,2625.43835616438,1450,2793.90035468901,229,11600
"1962",365,2770.86575342466,1220,2764.83876307001,308,11000
"1963",365,1295.06849315068,899,1253.96142097586,197,7360
"1964",366,2139.32786885246,1305,2204.49449034488,187,11300
"1965",365,3135.75068493151,1710,3015.72057264704,187,12500
"1966",365,1467.89315068493,622,1991.56553971779,161,12400
"1967",365,1786.32602739726,1430,1525.93798590268,226,9230
"1968",366,2620.93989071038,1875,2394.35506612498,173,10900
"1969",365,3370.98082191781,2560,2773.51070463989,191,12300
"1970",365,3032.65479452055,2290,2368.2019066405,112,11100
"1971",365,2076.75890410959,1560,1738.7914354513,85,9700
"1972",366,1252.74316939891,1120,787.223325362194,343,6220
"1973",365,5597.60547945206,4740,3782.87499219354,768,15100
"1974",365,4517.31780821918,3180,3349.79144468671,188,12900
"1975",365,3920.00547945205,2810,2897.59458880444,110,12300
"1976",366,2416.70491803279,1385,2052.43225315331,260,8650
"1977",365,1289.91506849315,787,1240.98204904967,161,8350
"1978",365,2845.27945205479,2130,1959.43255935463,549,9410
"1979",365,5006.14794520548,4960,3097.81057033842,223,10100
"1980",365,4208.95890410959,3140,2897.52242421969,466,11100
