"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1987",203,72.4044334975369,28,308.543558441096,9.5,4250
"1988",366,73.3371584699454,23,212.896737556123,6.9,2250
"1989",365,241.742465753425,68,568.011462389617,16,4460
"1990",365,194.413698630137,43,476.441729113229,13,3990
"1991",365,378.452054794521,48,1232.20226817696,15,14700
"1992",366,96.6502732240437,34,314.626576810576,12,4740
"1993",365,103.342465753425,40,294.417417812679,13,3240
"1994",365,161.230136986301,35,476.196597676545,15,4880
"1995",365,162.972602739726,43,558.203697031107,15,6890
"1996",366,127.642076502732,32,418.750450785353,16,4570
"1997",365,240.698630136986,40,746.114508286858,16,8590
"1998",365,123.739726027397,25,353.62286001657,13,3020
"1999",365,163.838356164384,29,558.548244453338,14,5540
"2000",366,98.2735245901639,19.5,574.75320491817,8.99,7810
"2001",364,186.880357142857,40.2,654.063088028908,8.79,8200
