"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1986",209,22.5306220095694,7.1,80.8861731082143,2.2,1050
"1987",365,44.4619178082192,10,130.914604754665,3.3,1440
"1988",366,38.5284153005464,7.4,87.9481435704123,2.7,768
"1989",365,89.2221917808219,26,218.193738957967,4.4,2350
"1990",365,65.8641095890411,17,240.269969952732,4.4,4160
"1991",365,105.079452054795,20,343.77464369562,5.3,3990
"1992",366,61.7724043715847,14,202.592087441561,6.8,2170
"1993",365,30.4331506849315,16,67.8349590752307,5.9,941
"1994",365,50.7430136986301,16,126.546202467812,3.7,1480
"1995",365,44.1030136986301,18,110.738856094572,4.8,1210
"1996",366,40.3808743169399,15,82.8839923094398,4.7,688
"1997",365,66.247397260274,23,127.189575887181,7.4,1050
"1998",365,53.5041095890411,16,107.182326735258,5.8,884
"1999",365,55.1819178082192,21,135.186112662327,4.4,1500
"2000",366,16.5401639344262,7.85,63.8923242241787,3,847
"2001",361,38.9613019390582,10.5,109.268413699783,2.65,1460
"2002",53,19.9,11,47.6629068805889,7.4,357
"2016",139,11.2081294964029,7.41,12.7375160006638,3.35,89.1
"2017",252,20.5675396825397,9.165,47.3442321705521,3.26,491
