"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1936",366,325.068306010929,234,259.272719865997,166,1660
"1937",365,801.846575342466,360,1057.17827232361,160,5960
"1938",364,943.574175824176,472,944.987044960907,172,4000
"1939",1,235,235,NA,235,235
"1940",366,690.267759562842,351,726.581822334379,198,3040
"1941",365,671.282191780822,386,679.258402849267,173,3460
"1942",365,837.323287671233,372,1177.36111830239,165,6610
"1943",365,587.98904109589,268,901.489484735326,160,5100
"1944",366,1009.18579234973,326,1382.78290312234,154,7380
"1945",365,1295.08219178082,470,1556.5641840798,160,7240
"1946",365,1634.6301369863,1020,1741.10395624498,227,7700
"1947",365,1011.1397260274,588,1015.96075337634,193,3830
"1948",366,1268.39890710383,614.5,1496.93163592361,178,6740
"1949",365,1381.27397260274,820,1304.97116153006,171,4650
"1950",365,1605.27123287671,672,1852.04985050567,218,6740
"1951",365,1122,434,1252.97805686652,175,5080
"1952",366,908.122950819672,384,923.558931476586,152,3420
"1953",365,1192.76438356164,309,1550.57699446398,145,6300
"1954",365,504.421917808219,186,737.82199345356,83,3340
"1955",365,718.731506849315,168,1294.06989561861,100,5910
"1956",366,648.418032786885,142,1254.07336203771,81,6460
"1957",365,831.734246575342,384,1094.55114642858,85,6060
"1958",365,2130.12876712329,1500,2003.0298005085,127,9270
"1959",365,790.778082191781,374,954.406090891858,145,5640
"1960",366,718.969945355191,309,860.879023002029,126,3760
"1961",365,1212.69589041096,408,1764.1288991023,121,7890
"1962",365,1258.99178082192,555,1490.06841329715,116,6700
"1963",365,439.769863013699,194,632.796789310593,112,3600
"1964",366,756.549180327869,198.5,1552.55898934079,99,11700
"1965",365,924.739726027397,256,1624.08251890881,108,10400
"1966",365,530.109589041096,135,1422.53129092879,97,10300
"1967",365,541.117808219178,186,766.278189403576,103,4590
"1968",366,1130.50546448087,379,1686.38206520144,90,8700
"1969",365,1088.46301369863,280,1865.93489129333,114,9480
"1970",365,1391.60273972603,489,1778.95905279771,94,8630
"1971",365,974.819178082192,439,1304.71210464409,107,7070
"1972",366,485.819672131148,203,959.494181952652,96,8180
"1973",365,2190.13424657534,1120,2578.22323628195,96,15000
"1974",365,2323.0602739726,1030,2498.22305127855,112,10700
"1975",365,1802.36438356164,988,1782.6555297474,148,9670
"1976",366,1058.02459016393,445,1238.50840112921,112,5760
"1977",365,554.169863013699,240,929.192476228944,84,5800
"1978",365,1030.97260273973,464,1375.37818947462,73,6910
"1979",365,2018.68493150685,1100,2075.33067321966,70,7450
"1980",365,1498.25479452055,530,1815.8267115669,81,7820
"2003",365,1606.54794520548,576,1875.37246587028,38,6560
"2004",366,1060.21857923497,322.5,1449.15542386011,27,5360
"2005",365,1153.3095890411,428,1462.46665784895,37,6140
"2006",365,855.728493150685,170,1510.76837878966,19.6,6220
"2007",365,629.317479452055,192,1000.8192283194,9.34,4830
"2008",366,921.580327868852,330.5,1254.3966886252,18.8,5440
"2009",365,1318.69452054795,439,1671.14759658903,29.1,6950
"2010",365,1356.8098630137,451,1674.83476397099,25.8,6570
"2011",365,528.294794520548,171,922.83858044067,20.1,5020
"2012",366,701.353005464481,210.5,1069.93727232814,10.9,4460
"2013",365,1192.03698630137,506,1461.08938191763,13.5,6300
"2014",365,1210.71616438356,620,1211.11131002067,26.5,4840
"2015",365,1001.87890410959,320,1295.27927924041,17.4,4710
"2016",365,1459.18904109589,633,1832.48334293448,16.7,7170
"2017",365,605.811506849315,290,744.079383008881,15.9,3440
"2018",365,1431.88520547945,402,1930.31904646723,12.3,6680
"2019",181,2472.30607734807,2160,2077.26183611893,17,6860
