"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1937",183,54.344262295082,38,54.3795832462949,15,315
"1938",365,99.6082191780822,48,149.169210056777,15,1230
"1939",365,153.084931506849,42,254.601058149369,15,1290
"1940",366,60.1338797814208,32,81.239649539094,10,580
"1941",365,50.4849315068493,20,100.098319346795,10,1130
"1942",364,75.6043956043956,29,169.191604368804,10,1600
"2016",65,14.0576923076923,13.5,10.1778301913446,2.29,62.3
"2017",344,54.5479069767442,26.75,100.704070063652,1.54,735
"2018",318,79.4116981132075,32.5,119.214660445962,4.3,680
"2019",109,188.437614678899,114,177.940181266268,23.1,700
