"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1940",183,99.9562841530055,52,144.401943045609,28,1090
"1941",365,97.8657534246575,57,118.671427700696,28,702
"1942",365,238.608219178082,63,988.680129406831,31,14900
"1943",365,233.561643835616,52,796.837616103087,36,9620
"1944",366,318.844262295082,57,811.118541279932,34,10400
"1945",365,434.030136986301,80,1011.24446054323,33,10400
"1946",365,638.635616438356,113,1753.57220538454,38,21400
"1947",365,249.38904109589,70,566.859055577805,16,6260
"1948",366,412.284153005464,83.5,1157.64275660178,44,15600
"1949",365,528.624657534247,112,1010.40927892058,44,7050
"1950",365,508.849315068493,130,1085.09414276377,44,7950
"1951",365,400.052054794521,103,903.719843189891,56,8040
"1952",366,381.363387978142,97,788.732964637083,50,7440
"1953",364,417.368131868132,74,973.87902172399,47,9040
