"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1996",366,5709.42076502732,5420,3089.98663259164,696,13500
"1997",365,11134.602739726,9690,3211.61793269325,6440,18900
"1998",365,8373.69863013699,7850,3951.93641047565,2630,16700
"1999",365,7312.30136986301,5730,3539.01506865674,1790,15200
"2000",366,3489.65573770492,2855,2629.90582810876,777,16600
"2001",365,6522.10684931507,5990,4114.22746304488,742,16500
"2002",365,12200.4931506849,11600,4243.33449874296,5650,19500
"2003",365,12827.9178082192,13600,3482.79839547965,6150,19200
"2004",366,8590.62841530055,7265,3985.72265511091,2120,19200
"2005",365,8857.61643835616,7790,5143.16473378502,1510,18500
"2006",365,5185.98630136986,3610,4705.74278593659,769,17900
"2007",365,4592.44931506849,2550,4319.61438688773,585,16000
"2008",366,6363.77049180328,5960,2551.61447506739,1520,15800
"2009",365,8362.35616438356,7120,4212.30600808696,1440,18600
"2010",365,9995.39726027397,8380,5512.78700067649,2480,20600
"2011",365,4803.17808219178,4560,2780.68164691615,1070,14600
"2012",366,4501.18852459016,2660,3991.6217138936,656,14600
"2013",365,7780.1095890411,6120,4036.77728727733,1410,17000
"2014",365,6793.67123287671,6310,2967.99330983404,1350,15400
"2015",365,7846.95890410959,7290,2951.34087815618,1680,16100
"2016",365,9076.90410958904,9200,4702.41754566168,1930,19700
"2017",352,3527,3065,1906.57754857177,882,9580
"2018",360,9333.55555555555,8240,4782.88605571726,1150,20100
"2019",177,12797.0621468927,12900,4268.08256948943,5510,21400
