"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1951",365,550.001917808219,48,1673.47820943129,0.1,16000
"1952",366,173.830054644809,13.5,411.223310161609,0,3710
"1953",365,246.577808219178,9.4,772.601043589525,0,10200
"1954",365,90.932602739726,5.3,348.393730711355,0,2770
"1955",365,284.025479452055,15,1299.43881770936,0,17200
"1956",366,280.087704918033,5.35,878.377294094015,0,6690
"1957",365,314.881643835616,21,862.091300567274,0,7920
"1958",365,626.736164383562,112,1511.8489675449,1.7,10600
"1959",365,258.64904109589,29,758.053956972569,1,7040
"1960",366,387.937704918033,29,975.963782647798,0.2,9760
"1961",365,331.109863013699,22,1320.42799357675,0.7,17300
"1962",365,652.048767123288,75,1542.5066701834,1,12000
"1963",365,172.197534246575,10,669.458960259645,0.6,6940
"1964",366,468.18087431694,19,1286.97751379077,0.2,9980
"1965",365,261.715068493151,15,843.678157392573,0.1,8820
"1966",365,164.799616438356,5.6,738.303752487562,0,6560
"1967",365,91.8126849315069,9.9,244.108672092111,0.57,1900
"1968",366,477.028797814208,62,1311.87044141391,0.32,14400
"1969",365,410.52597260274,34,1464.49158593884,0.7,18000
"1970",365,486.407945205479,32,1843.58308629231,1.5,24100
"1971",365,517.825479452055,62,1445.65852211485,1.2,15400
"1972",366,291.253551912568,40,1032.44593594947,1.6,11200
"1973",365,765.53095890411,81,2516.10074864027,1.5,40300
"1974",365,749.592602739726,119,1736.999959155,3.7,15200
"1975",365,723.636438356164,117,2170.135885327,6.1,31500
"1976",366,501.33825136612,93.5,1295.34643232546,1.8,11700
"1977",365,297.781315068493,31,1299.44073101648,0.76,19300
"1978",365,396.967945205479,81,1404.8826049807,1.7,14200
"1979",365,616.271780821918,118,1793.08112228563,2.1,21500
"1980",366,808.85737704918,130.5,2626.10010564396,4,20700
"1981",365,98.2582191780822,25,316.607841484386,0.85,4610
"1982",365,334.867068493151,31,1347.53443809218,0.3,13700
"1983",365,1045.7504109589,109,3649.12736583243,1.5,50800
"1984",366,618.341256830601,56.5,2506.39088839788,1.8,37700
"1985",365,209.761369863014,46,537.412004515176,1.4,6230
"1986",365,78.5753424657534,14,302.699240121289,0.32,3560
"1987",365,342.892493150685,52,1129.5308559521,0.01,11300
"1988",366,97.3756284153005,6.25,319.378026963134,0,3980
"1989",365,653.800821917808,108,1825.29811699512,1.1,15200
"1990",365,328.600684931507,45,945.856526186728,0,9610
"1991",365,1170.58043835616,79,3811.38914955764,0.24,29500
"1992",366,277.667486338798,52,1040.35524833981,2.6,12700
"1993",365,304.877534246575,106,660.183320352707,1.9,6420
"1994",365,562.830136986301,97,1795.26984978298,2.3,17800
"1995",365,480.783287671233,78,1503.10773904832,6.5,13700
"1996",366,452.524863387978,115.5,1044.31578442504,5.5,13200
"1997",365,882.78,238,2159.90772988209,9.8,23700
"1998",365,414.640821917808,58,1063.94992952314,5.2,8290
"1999",365,674.887945205479,54,1826.56501653637,3.3,19400
"2000",366,253.959316939891,10,1494.66627968695,0.6,17300
"2001",365,541.076602739726,80,1373.50749741969,0.69,16200
"2002",365,596.059178082192,80,1811.17820641411,2.8,14000
"2003",365,599.615890410959,147,1551.77477176112,5.3,14000
"2004",366,474.958196721311,84.5,1239.9814907483,5.2,9850
"2005",364,402.493956043956,74,1095.9878689767,4.9,10000
"2007",1,1.2,1.2,NA,1.2,1.2
"2008",366,158.088852459016,32.5,466.425644835032,0.74,4810
"2009",365,552.49397260274,73,1677.89744706751,2.7,17400
"2010",240,891.861666666667,435,1319.29604036499,5.7,9500
"2011",292,315.492123287671,53,828.283911540263,5.8,8400
"2012",45,1125.75555555556,803,913.84082450132,509,5620
