"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1996",1,28,28,NA,28,28
"1997",365,274.754794520548,75,530.441204818717,6.8,4530
"1998",365,149.405479452055,41,327.509801837385,16,3540
"1999",365,144.347945205479,36,352.189325376604,10,3790
"2000",366,78.8715846994535,23,347.878111249111,6.9,4640
"2001",365,128.995068493151,30,403.326317560796,5.4,5770
"2002",365,324.53698630137,47.7,1036.69569640875,11.3,11500
"2003",365,225.570410958904,73.2,633.338501276376,16.3,8100
"2004",365,166.211780821918,52.8,462.888388095185,14.8,6050
"2006",1,20,20,NA,20,20
"2007",365,125.669315068493,35.6,575.157429467127,12.6,9000
"2008",366,116.399453551913,35.55,298.148170940754,11.8,3550
"2009",364,173.370879120879,50.95,442.328705639634,15.6,4420
