"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1961",365,2018.13150684931,2470,1148.2369424753,15,4600
"1962",365,2931.78630136986,3210,1354.56240179671,15,4530
"1963",365,1212.79452054795,818,865.69546073612,15,3910
"1964",366,2026.50273224044,1820,1351.04204886478,15,4380
"1965",365,2519.14520547945,2670,1212.1921103414,15,4300
"1966",365,1295.61095890411,1220,960.715774191655,15,4140
"1967",365,1389.72602739726,756,1260.66912570786,15,4340
"1968",366,2179.08743169399,2240,1241.139349745,15,4160
"1969",365,2710.00547945205,2950,1293.67754825961,15,4630
"1970",365,2613.00821917808,2990,1559.05837404137,15,4630
"1971",365,1983.60821917808,1800,1303.47970154884,15,4210
"1972",366,1418.53278688525,1030,1214.32756870935,15,5360
"1973",365,3645.9095890411,3740,2076.94581877118,15,11900
"1974",365,4131.14520547945,4560,1681.93938237985,15,6160
"1975",365,3565.32602739726,4230,1766.49824978431,15,5460
"1976",366,2204.01639344262,2120,1115.55367898162,15,4370
"1977",365,1534.07123287671,1080,1300.00923934581,15,4540
"1978",365,2815.21095890411,3160,1315.11336865194,15,4860
"1979",365,2794.28219178082,2680,1703.15021465093,15,5250
"1980",365,4106.45205479452,4850,1581.08898903221,15,5550
