"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1973",352,290.108522727273,98,596.394360424819,2.4,4470
"1974",365,250.274520547945,45,658.462321911046,2,7160
"1975",365,220.515342465753,37,893.550138606403,2.8,14900
"1976",366,196.30956284153,37,552.343071562251,1.7,5960
"1977",365,85.8730684931507,16,323.873426893441,0.6,4820
"1978",365,144.030410958904,43,637.486389237247,1.6,7450
"1979",365,218.873698630137,45,791.044966816753,1.6,11100
"1980",366,293.159289617486,45.5,1071.79846838446,1.6,9100
"1981",365,33.8150684931507,9.9,130.438569254802,0.8,2220
"1982",365,123.515315068493,10,613.098832016522,0.23,6390
"1983",365,374.172465753425,52,1426.01580537203,0.42,18200
"1984",366,187.543879781421,38,900.424658253805,0.41,14700
"1985",365,57.0082465753425,17,186.12091840319,0.51,2800
"1986",365,23.736,9.5,88.4603176409788,0.14,1460
"1987",365,103.876931506849,17,381.560407149045,0,3500
"1988",366,29.4211202185792,3.05,105.134704858058,0,1690
"1989",365,210.961095890411,40,724.034581674338,1,6900
"1990",365,103.485342465753,22,347.980790690788,0,3890
"1991",365,520.269150684932,60,1797.8233748143,0.24,13900
"1992",366,56.0251366120219,16,271.891621482114,1.8,4670
"1993",365,88.6498630136986,49,159.665315930683,1.4,1510
"1994",365,145.809863013699,46,496.122395016109,1.5,6910
"1995",365,125.38602739726,32,421.988870480875,3.6,5210
"1996",366,110.26174863388,41.5,294.12834447903,2.9,3700
"1997",364,242.572802197802,62,561.075185026688,3.2,5900
"1998",1,2.5,2.5,NA,2.5,2.5
"1999",365,215.067671232877,34,516.16666173654,1.4,4260
"2000",366,72.7827049180328,4.2,448.619878599445,0.38,5740
"2001",365,198.908273972603,22,538.237611532459,0.41,6680
"2002",365,189.7,26,581.939647327683,1.4,5300
"2003",364,180.387362637363,41.5,493.338631798667,4.1,4740
"2004",1,3.02,3.02,NA,3.02,3.02
"2005",365,150.882465753425,37,399.742927033967,2.2,3520
"2006",365,85.6492602739726,9.81,265.750106553586,0.17,1970
"2007",365,83.8409863013699,16.4,262.2933078355,0.67,3130
"2008",366,54.4031967213115,10.3,157.417430805911,0.4,1670
"2009",365,219.493917808219,35.3,674.591817286363,1.39,6860
"2010",358,219.15907821229,62.4,474.882898025948,0,4060
"2011",350,82.4372285714286,10.4,300.887619953521,0,3120
