"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1940",366,622.987704918033,65,1505.918305098,8.5,14800
"1941",365,555.223835616438,152,893.670787963875,6.7,7700
"1942",365,577.357808219178,112,1004.81552129798,5.5,7360
"1943",365,264.172602739726,33,776.18711779425,3.2,7140
"1944",366,775.716393442623,79,2459.93220974734,3.2,28700
"1945",365,731.852876712329,122,1484.19451456304,4.5,13600
"1946",365,1046.2397260274,199,2271.68928797103,7,19200
"1947",365,1065.97479452055,231,2149.8698593427,5.3,19800
"1948",366,1025.6825136612,97.5,3463.65961065575,5.3,40800
"1949",364,1492.25824175824,178.5,3411.96715260901,12,33600
