"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1961",365,2008.55890410959,2410,1244.09515419926,5,3390
"1962",365,3302.97260273973,3690,1538.83485047926,5,4750
"1963",365,940.81095890411,805,865.375472653796,5,3350
"1964",366,2103.17486338798,2485,1256.03000445003,5,4370
"1965",365,1320.7095890411,1070,953.204634257742,5,3520
"1966",365,836.67397260274,656,891.860865132437,5,3280
"1967",365,573.660273972603,228,551.721561090784,5,2620
"1968",366,2081.73224043716,1600,1362.55479795253,5,4530
"1969",365,1939.97808219178,2260,1067.25234899782,5,3380
"1970",365,1861.76712328767,2490,1132.73892902722,229,3530
"1971",365,2132.29863013699,2420,1029.93658245144,5,3550
"1972",366,1062.46448087432,582,1105.89023092011,5,3850
"1973",365,2597.2602739726,3390,1647.90677103633,5,4900
"1974",365,3321.41095890411,3990,1807.04158714784,109,6510
"1975",365,2991.90684931507,3630,1441.07034666819,5,5410
"1976",366,1904.96721311475,1790,1209.82774683186,5,4330
"1977",365,1132.5698630137,936,855.681133271337,5,3260
"1978",365,1832.35890410959,2170,1186.43905525019,5,3680
"1979",365,2235.64931506849,2520,1340.04964758807,5,4050
"1980",365,3564.05479452055,3950,1535.72820621454,5,5750
