"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1948",366,469.48306010929,80,987.673545111062,3,6500
"1949",365,575.633424657534,130,1438.29534986392,2.2,11900
"1950",365,482.613698630137,90,1117.61540020656,6,8250
"1951",365,519.503287671233,47,1490.56141685163,3.9,14400
"1952",366,287.790983606557,21.5,778.632986574224,2.6,7120
"1953",365,316.518904109589,15,902.931079233044,2.4,7980
"1954",365,114.001917808219,11,454.114997987746,1,4030
"1955",365,424.812876712329,24,2432.8108794994,2.3,31500
"1956",366,287.15737704918,8.2,921.543413251418,1.8,6570
"1957",365,336.683561643836,32,885.119189623029,2.8,8500
"1958",365,537.22794520548,83,1262.20418657701,5.4,8890
"1959",365,294.473424657534,46,772.719737324699,3.8,8200
"1960",366,338.056830601093,31,849.652808928646,2.4,6900
"1961",365,354.821643835616,47,1054.72041516845,2.4,11500
"1962",365,576.650410958904,100,1293.16458284739,4.6,10400
"1963",365,183.839726027397,22,695.000134899925,5,8380
"1964",366,413.856830601093,32,1150.46027186731,4.1,11700
"1965",365,203.260547945205,22,612.617840092581,4,4980
"1966",365,174.115068493151,12,931.260645026737,3,13700
"1967",365,113.812328767123,16,371.022702996451,4.3,4150
"1968",366,434.66693989071,48.5,1110.9433183696,4.5,10300
"1969",365,254.00602739726,28,990.730089526527,5.3,11900
"1970",365,393.386575342466,45,1244.52887403559,4.7,12200
"1971",365,322.112328767123,47,842.730654790371,5,7420
"1972",366,189.620765027322,38,699.668203130414,5.3,8780
"1973",365,688.195068493151,100,2358.89579304558,4.5,30300
"1974",365,507.668493150685,97,1324.3661316986,12,12200
"1975",365,533.931506849315,132,1568.3203089451,15,19000
"1976",366,298.72131147541,72,738.548969029248,10,5880
"1977",365,234.959178082192,35,1466.81849572482,6.2,19100
"1978",365,323.862739726027,52,1111.55981888988,6.5,12200
"1979",365,477.954520547945,75,1917.67853960918,5.3,25400
"1980",366,704.060109289617,107.5,2346.64473306598,11,24300
"1981",365,74.5912328767123,27,188.191241519006,3.7,1940
"1982",365,257.271506849315,38,907.311052536032,3.3,8330
"1983",365,733.74301369863,118,2658.7140093684,6.8,35100
"1984",366,493.719672131148,66.5,2209.48539399944,5.5,31800
"1985",365,274.542465753425,77,790.593859542718,6.1,7540
"1986",365,152.026849315068,22,961.739148135997,3.6,15700
"1987",365,188.947945205479,45,556.110357730515,2.2,4670
"1988",366,97.5620218579235,13,322.024819438706,2.8,4100
"1989",365,455.071506849315,82,1177.14605011731,4.7,10100
"1990",365,286.501095890411,62,906.387575869784,5.6,9870
"1991",365,767.026849315068,110,2406.53495561021,8.4,31900
"1992",366,299.427049180328,64.5,1366.50652844399,7.5,20000
"1993",365,233.993698630137,93,569.550258989607,7.4,6750
"1994",365,384.73698630137,82,1319.85398870969,10,14200
"1995",365,420.89397260274,78,1520.90431966608,6.9,18500
"1996",366,302.503825136612,68,865.555780171369,6.8,12000
"1997",365,750.583561643836,149,1978.88215107947,11,19100
"1998",365,369.002739726027,50,1011.76547498227,10,7990
"1999",365,453.512054794521,42,1366.18647511946,7,15100
"2000",366,150.197540983607,12.5,1005.93104664121,3.9,15000
"2001",365,339.071232876712,40,1125.06906233432,3.2,14500
"2002",365,704.395616438356,64,2341.17805510282,6.8,17700
"2003",365,522.128767123288,117,1478.68101582467,11,17000
"2004",366,447.860655737705,110.5,1475.00055991951,10,15200
"2005",365,416.977808219178,60,1476.05663932678,6.2,16100
"2006",365,233.212575342466,23.4,752.784813987916,4.67,6990
"2007",365,190.244136986301,27.1,846.933046292529,4.53,12600
"2008",366,164.798333333333,40.7,474.124207362745,3.88,5350
"2009",365,483.979917808219,75.3,1629.10285790149,8.39,17900
"2010",365,457.654684931507,90.8,1487.99130795484,6.59,14900
"2011",365,167.329808219178,23,691.733639014068,6.21,8120
"2012",366,213.628278688525,28.95,638.560397521045,4.34,5950
"2013",365,396.921506849315,72.5,1290.97023641101,6.69,17000
"2014",365,294.193397260274,49.3,996.919523247681,8.15,10200
"2015",365,514.809315068493,87,1433.86676497862,8.55,14300
"2016",366,332.559371584699,39.95,1157.43085065908,4.82,13300
"2017",365,131.571863013699,24.5,473.27405977785,4.73,6660
"2018",363,403.341790633609,33.1,1442.6973915074,4.4,17400
"2019",169,1165.7575147929,180,4073.78194662173,9.27,35300
