"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1908",366,8711.01092896175,4760,8313.81845672535,1120,29800
"1909",365,9252.98630136986,3260,9084.71262176969,900,27200
"1910",365,8008.43835616438,7300,5840.07939691414,990,22700
"1911",365,7929.83561643836,3820,8804.89240097141,1150,36300
"1912",365,15585.1780821918,10300,13463.1054980738,1080,39000
"1928",366,8971.31147540984,6000,7708.70860860017,1200,31000
"1929",365,7468.49315068493,4000,7113.4618686076,2000,28000
"1930",365,9422.24657534247,8000,7456.35169860699,1050,27200
"1931",365,4950.57534246575,3980,3315.77016859263,1050,12800
"1932",366,16567.8142076503,7380,19174.0279996085,940,72800
"1933",365,15185.2054794521,11300,11088.1262735014,1480,41000
"1934",365,5039.34246575342,2640,4540.27388260866,1080,17100
"1935",365,10882.0821917808,11000,8930.56281798483,900,31200
"1936",366,4495.81967213115,2340,4551.44544377572,780,19300
"1937",365,7647.94520547945,3850,8224.78169637549,1100,33200
"1938",365,8033.01369863014,4580,7098.29047770347,1100,24600
"1939",365,10427.9452054795,8150,9657.88238667212,910,31000
"1940",366,6078.22404371585,3420,5228.73958610064,825,19800
"1941",365,5759.94520547945,4300,4162.02834469496,730,16900
"1942",365,8190.91780821918,5930,6688.582878032,775,24800
"1943",365,5275.89589041096,3620,5640.40371627227,554,24400
"1944",366,9436.33333333333,5580,9572.90097616931,536,45600
"1945",365,12258.602739726,8320,9786.34476816656,1360,36800
"1946",365,15383.2328767123,12800,10167.0802784244,1190,48900
"1947",365,11270.1643835616,8920,6833.46966520021,1170,30400
"1948",366,12055.8524590164,7615,10672.6840197952,830,50300
"1949",365,15299.7260273973,14000,9607.63772589212,1350,41400
"1950",365,13508.7671232877,10000,9491.32752575286,2220,41800
"1951",365,12864.6575342466,8880,8907.27062606842,2260,35200
"1952",366,9330.88797814208,6610,6715.15507596556,926,20900
"1953",365,10226.4273972603,7590,7982.22687905436,872,26800
"1954",365,5062.24657534247,4240,3263.23726788386,1020,15400
"1955",365,8468.59178082192,8950,5976.60917320791,708,23600
"1956",366,7873.57923497268,5520,5843.29997101286,960,22300
"1957",365,9617.09589041096,9260,5343.15221652085,890,22000
"1958",365,15060.5753424658,14000,4607.2482846037,3850,28000
"1959",365,9036.49315068493,8250,3913.42178736264,2000,21800
"1960",366,8573.49726775956,7385,6056.42611815335,980,19800
"1961",365,10435.4246575342,8980,5751.28792532071,2000,24600
"1962",365,14441.6712328767,13200,6090.79969138915,2490,26000
"1963",365,5147.94520547945,4460,2771.24300615935,1010,13900
"1964",366,9706.25683060109,9705,5357.60654286071,1190,25000
"1965",365,10314.5753424658,8510,5390.38471867495,1930,21000
"1966",365,6503.53698630137,5260,4860.09555222812,971,26000
"1967",365,6481.8904109589,6460,2920.23134132526,1880,14800
"1968",366,12590.9016393443,11900,5479.05246344183,1580,26200
"1969",365,12784.4657534247,11200,4157.11868624036,2990,21600
"1970",365,12653.7260273973,11900,3971.63864810313,3380,22600
"1971",365,10842.2465753425,9970,3364.09106227779,5580,20300
"1972",366,6162.32240437158,5825,2919.2303949004,2250,19600
"1973",365,18984.5205479452,17800,7616.01054334993,6470,43800
"1974",365,19795.3424657534,18900,6119.67240427882,9800,35200
"1975",365,16934.3835616438,14600,5727.99822788294,8620,30500
"1976",366,10694.262295082,9005,4770.96789548829,3440,22500
"1977",365,6487.10136986301,6690,3472.46309375609,552,19400
"1978",365,12286.602739726,11400,4191.3010999488,4350,23700
"1979",365,15387.4246575342,15300,4913.18627708602,6770,25300
"1980",365,17531.2328767123,17500,5261.96280837468,9800,28200
