"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1929",365,1759.54520547945,880,2481.47138561956,318,21900
"1930",365,2144.69315068493,1170,2860.93909773862,255,27500
"1931",365,1346.94520547945,960,1166.14666592151,305,6720
"1932",183,1952.84153005464,1020,2514.98849144721,431,17700
"1933",365,3811.10684931507,2100,4487.28850701014,423,35900
"1934",365,1216.42191780822,706,1708.66364386615,345,17700
"1935",365,2351.11780821918,1300,2894.45457574102,321,18300
"1936",366,1362.43442622951,742,1623.133654408,276,10600
"1937",365,2153.47397260274,979,3309.9512234557,321,25400
"1938",365,1772.57534246575,814,2242.99702320213,321,12800
"1939",364,2970.84340659341,1100,4191.74376953142,30,30500
