"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1909",365,1378.07945205479,392,2337.12676558104,112,11300
"1910",365,1799.84383561644,482,2443.27215409014,124,13000
"1911",365,1227.09863013699,275,2681.70729940758,125,14500
"1912",365,2568.7397260274,546,3302.86469077797,112,14500
"1936",366,496.185792349727,200,640.65603227317,92,3800
"1937",365,1716.36712328767,450,5131.75565057008,101,45800
"1938",365,1395.65753424658,450,2361.23817758737,125,24900
"1939",365,1719.76712328767,730,2542.97077783803,0,25100
"1940",366,594.29781420765,252.5,709.665474999431,0,4320
"1941",365,613.586301369863,331,687.266480883433,0,3590
"1942",364,1540.66483516484,494,2254.41622986812,81,11800
