"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1996",1,1420,1420,NA,1420,1420
"1997",364,949.321428571429,379.5,1376.71240466533,22,7680
"1998",1,18,18,NA,18,18
"1999",365,745.734246575342,151,1622.65229158957,12,9390
"2000",366,454.704098360656,84,1341.70645796799,9.2,9670
"2001",365,905.004931506849,148,1721.6909401464,5.5,8390
"2002",365,1287.03452054795,289,2097.51904518266,12,8750
"2003",365,757.749315068493,225,1391.65415551076,22.9,7760
"2004",366,699.090163934426,146,1390.2736618601,13,7030
"2005",365,781.292602739726,171,1457.67764128653,12.6,6850
"2006",365,591.979123287671,75.2,1427.10814782683,9,7860
"2007",365,438.357342465753,73,1018.47124565209,5.8,6720
"2008",366,684.939617486339,134,1345.640276092,3.83,7270
"2009",365,746.555616438356,128,1494.84909849815,8,8220
"2010",365,811.46098630137,161,1599.24744346841,2.68,9660
"2011",365,193.837260273973,43.4,490.429288855385,1.71,4640
"2012",366,368.277131147541,92.45,787.423635873881,1.5,5510
"2013",365,757.797424657534,201,1407.91079779461,3.05,8020
"2014",365,774.91397260274,197,1334.17867421066,1.25,6820
"2015",365,675.460082191781,137,1216.44611896829,0.4,5720
"2016",346,1076.40933526012,207.5,2126.79682477674,0.13,12800
"2017",348,437.600833333333,89.15,897.647988575604,3.03,6160
"2018",365,1110.62087671233,211,1995.66713697926,0.98,9240
"2019",175,1861.756,444,2646.82491942466,15.1,10400
