"WaterYear","Count","Mean","Median","StDev","Min","Max"
"1938",365,1224.44657534247,262,2915.70721172893,125,28200
"1939",365,1518.56712328767,332,2663.00679312593,120,21000
"1940",365,484.893150684932,211,687.592612808792,123,6250
"1961",365,1208.41095890411,707,1177.05809042342,5,4490
"1962",365,1315.61369863014,619,1183.48754796384,5,4210
"1963",365,629.043835616438,602,483.212644300231,5,2110
"1964",366,1043.59016393443,772,921.398758773914,5,4320
"1965",365,1546.36712328767,799,1447.5535849611,5,4320
"1966",365,706.304109589041,310,765.369807986682,5,3110
"1967",365,1014.68767123288,967,858.432603091752,5,3360
"1968",366,1232.48087431694,1170,1011.32615142926,5,3780
"1969",365,1699.02465753425,1540,1221.20553703136,5,4930
"1970",365,1411.67671232877,1470,871.367707063005,5,3450
"1971",365,1030.47397260274,627,810.177278461325,5,2880
"1972",366,622.890710382514,619,384.807646765702,5,1560
"1973",365,2567.64109589041,2170,1713.46754810716,5,10200
"1974",365,1767.08767123288,1600,1301.2661112519,5,5180
"1975",365,1756.73698630137,1530,1429.50983564094,5,4830
"1976",366,1208.65300546448,940,1074.42964153423,5,4090
"1977",365,643.515068493151,404,615.165579352071,5,2670
"1978",365,1430.4,1380,949.751435960952,5,4580
"1979",365,2232.72876712329,2950,1409.22930007386,5,4200
"1980",365,1762.57534246575,1200,1516.08167708344,5,6000
