"OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime"
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97401384","Sample-Routine","Water","Surface Water",1974-05-15,"18:45:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07287002",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Total Coliform","Total",43000,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-05-15 23:45:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97401401","Sample-Routine","Water","Surface Water",1974-05-15,"18:50:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07287003",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Total Coliform","Total",120,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-05-15 23:50:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97401418","Sample-Routine","Water","Surface Water",1974-05-15,"18:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07287005",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Total Coliform","Total",2900,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-05-15 23:30:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97401487","Sample-Routine","Water","Surface Water",1974-05-16,"01:45:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07287105",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Total Coliform","Total",5500,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-05-16 06:45:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97401420","Sample-Routine","Water","Surface Water",1974-05-16,"00:25:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07287005",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Total Coliform","Total",5000,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-05-16 05:25:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97401431","Sample-Routine","Water","Surface Water",1974-05-15,"07:05:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07287010",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Total Coliform","Total",4300,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-05-15 12:05:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97401464","Sample-Routine","Water","Surface Water",1974-05-15,"07:50:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07287030",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Total Coliform","Total",4000,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-05-15 12:50:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97401466","Sample-Routine","Water","Surface Water",1974-05-15,"13:50:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07287030",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Total Coliform","Total",3500,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-05-15 18:50:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97401481","Sample-Routine","Water","Surface Water",1974-05-15,"07:45:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07287105",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Total Coliform","Total",15000,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-05-15 12:45:00,NA
"USGS-MS","USGS Mississippi Water Science Center","nwisms.01.97401483","Sample-Routine","Water","Surface Water",1974-05-15,"13:55:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-07287105",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Total Coliform","Total",2200,"cfu/100ml",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"31501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-05-15 18:55:00,NA
